ingredient_code,ingredient_name_eng,dur_categories,elderly_caution_detail,ingredient_name_kor,category,common_dose
165702ATB,glimepiride,임산부금기,,글리메피리드,당뇨,1일 1회 1~4mg
165703ATB,glimepiride,임산부금기,,글리메피리드,당뇨,1일 1회 1~4mg
165704ATB,glimepiride,임산부금기,,글리메피리드,당뇨,1일 1회 1~4mg
474200ATB,glimepiride,병용금기,,글리메피리드,당뇨,1일 1회 1~4mg
474300ATB,glimepiride,병용금기,,글리메피리드,당뇨,1일 1회 1~4mg
474300ATR,glimepiride,병용금기,,글리메피리드,당뇨,1일 1회 1~4mg
498600ATB,glimepiride,병용금기,,글리메피리드,당뇨,1일 1회 1~4mg
474300ATR,glimepiride + metformin HCl,임산부금기,,,,
474200ATB,glimepiride+metformin,임산부금기,,,,
474300ATB,glimepiride+metformin,임산부금기,,,,
498600ATB,glimepiride+metformin,임산부금기,,,,
165801ATB,glipizide,임산부금기,,,,
621231BIJ,golimumab   0.1g(0.1g/mL),임산부금기,,,,
621230BIJ,golimumab   50mg(0.1g/mL),임산부금기,,,,
621232BIJ,golimumab   50mg(12.5mg/mL),임산부금기,,,,
167201BIJ,goserelin,임산부금기,,,,
167202BIJ,goserelin,임산부금기,,,,
505701CPC,granisetron,병용금기,,,,
167301ATB,granisetron hydrochloride (as granisetron),병용금기,,,,
167301ATD,granisetron hydrochloride (as granisetron),병용금기,,,,
167330BIJ,granisetron hydrochloride (as granisetron),병용금기,,,,
167331BIJ,granisetron hydrochloride (as granisetron),병용금기,,,,
167930BIJ,haloperidol   5mg(5mg/mL),임산부금기,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함",,,
168030BIJ,haloperidol decanoate (as haloperidol   50mg(50mg/mL)),임산부금기,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함",,,
168430BIJ,hemocoagulase,병용금기,,,,
168431BIJ,hemocoagulase,병용금기,,,,
168639BIJ,heparin,임산부금기,,,,
168640BIJ,heparin,임산부금기,,,,
168801BIJ,heptaplatin,임산부금기,,,,
169402BIJ,human chorionic gonadotrophin,임산부금기,,,,
169404BIJ,human chorionic gonadotrophin,임산부금기,,,,
649600BIJ,human papilloma virus type 11 L1 protein + human papilloma virus type 16 L1 protein + human papilloma virus type 18 L1 protein + human papilloma virus type 31 L1 protein + human papilloma virus type 33 L1 protein + human papilloma virus type 45 L1 protein + human papilloma virus type 52 L1 protein + human papilloma virus type 58 L1 protein + human papilloma virus type 6 L1 protein,임산부금기,,,,
227101BIJ,human serum albumin,임산부금기,,,,
227102BIJ,human serum albumin,임산부금기,,,,
227103BIJ,human serum albumin,임산부금기,,,,
227104BIJ,human serum albumin,임산부금기,,,,
170701ATB,hydralazine HCl,임산부금기,,,,
170730BIJ,hydralazine hydrochloride   20mg(20mg/mL),임산부금기,,,,
170901ATB,hydrocortisone,임산부금기,,,,
170906ATB,hydrocortisone,임산부금기,,,,
171201BIJ,hydrocortisone sodium succinate,임산부금기,,,,
171433AGN,hydrotalcite,연령금기,,,,
171435APD,hydrotalcite,연령금기,,,,
171531BIJ,hydroxocobalamin,연령금기,,,,
171701ATB,hydroxychloroquine,임산부금기,,,,
171702ATB,hydroxychloroquine,임산부금기,,,,
171703ATB,hydroxychloroquine,임산부금기,,,,
171701ATB,hydroxychloroquine sulfate,병용금기,,,,
171702ATB,hydroxychloroquine sulfate,병용금기,,,,
171703ATB,hydroxychloroquine sulfate,병용금기,,,,
172001ACH,hydroxyurea,임산부금기,,,,
172002ACH,hydroxyurea,임산부금기,,,,
172101ATB,hydroxyzine,임산부금기,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,,
172130ASY,hydroxyzine hydrochloride   0.2g(2mg/mL),임산부금기,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,,
172301ATB,hyoscine butylbromide,노인주의,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉽고, 효과가 불확실하므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,,
480304ATB,ibandronate sodium monohydrate (as ibandronic acid),연령금기,,,,
523900ATB,ibandronate sodium monohydrate (as ibandronic acid),임산부금기,,,,
480330BIJ,ibandronic acid monosodium salt monohydrate (as ibandronic acid   3mg(1mg/mL)),임산부금기,,,,
480330BIJ,ibandronic acid monosodium salt monohydrate (as ibandronic acid),연령금기,,,,
480304ATB,ibandronic acid monosodium salt monohydrate(as ibandronic acid),임산부금기,,,,
575630BIJ,ibritumomab,임산부금기,,,,
628101ACH,ibrutinib,임산부금기,,,,
172701ACR,ibudilast,임산부금기,,,,
172833ASY,ibuprofen,병용금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
172834ASY,ibuprofen,병용금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
172835ASY,ibuprofen,병용금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
172836ASY,ibuprofen,병용금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
172837ASY,ibuprofen,병용금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
172838ASY,ibuprofen,병용금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
172845CPL,ibuprofen,임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
172849BIJ,ibuprofen,병용금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
669901CCM,ibuprofen,임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
669902CCM,ibuprofen,임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
669903CCM,ibuprofen,임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
700500BIJ,ibuprofen,임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
D02400ATB,ibuprofen,임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
D07100ATB,ibuprofen,임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
D21900ATB,ibuprofen,임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
D51002ATB,ibuprofen,임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
D52700ATB,ibuprofen,임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
D64300CCM,ibuprofen,임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
D67000CCM,ibuprofen,임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
D78300ACS,ibuprofen,임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
D79701ATB,ibuprofen,임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
E05300CCM,ibuprofen,임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
E15400CCM,ibuprofen,임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
E38700ACS,ibuprofen,임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
E58700ACS,ibuprofen,임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
E61300ACS,ibuprofen,임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
E69000ACS,ibuprofen,임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
E71400ACS,ibuprofen,임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
E74600ATB,ibuprofen,임산부금기,,이부프로펜,소염진통,"1회 1캡슐, 1일 3회"
172833ASY,ibuprofen   1.6g(20mg/mL),임산부금기,,,,
172834ASY,ibuprofen   1.8g(20mg/mL),임산부금기,,,,
172836ASY,ibuprofen   10g(20mg/mL),임산부금기,,,,
172837ASY,ibuprofen   20g(20mg/mL),임산부금기,,,,
172838ASY,ibuprofen   20g(40mg/mL),임산부금기,,,,
172835ASY,ibuprofen   2g(20mg/mL),임산부금기,,,,
A20000ATB,ibuprofen + allylisopropyl acetylurea + caffeine anhydrous,임산부금기,,,,
A56900ATB,ibuprofen + allylisopropyl acetylurea + caffeine anhydrous,임산부금기,,,,
685200ACS,ibuprofen + magnesium aluminometasilicate,임산부금기,,,,
D21900ACS,ibuprofen + pamabrom,임산부금기,,,,
E23500ACS,ibuprofen + pamabrom,임산부금기,,,,
D51001ATB,ibuprofen arginine,병용금기,,,,
D51002ATB,ibuprofen arginine (as ibuprofen),병용금기,,,,
D79701ATB,ibuprofen lysine (as ibuprofen),병용금기,,,,
A66700ATB,ibuprofen 복합제,임산부금기,,,,
384200ATB,ibuprofen+arginine,임산부금기,,,,
313400ACH,ibuprofen+codeine+paracetamol,임산부금기,,,,
C92900ACS,ibuprofen+thiamine HCl,임산부금기,,,,
D52700ACS,"ibuprofen, pamabrom",임산부금기,,,,
627901BIJ,icatibant,임산부금기,,,,
173002BIJ,idarubicin,임산부금기,,,,
173301BIJ,ifosfamide,임산부금기,,,,
471430CSI,iloprost   20μg(10μg/mL),임산부금기,,,,
412701ATB,imatinib,임산부금기,,,,
412702ATB,imatinib mesylate,임산부금기,,,,
412703ATB,imatinib mesylate,임산부금기,,,,
412704ATB,imatinib mesylate,임산부금기,,,,
173402ATB,imidapril,임산부금기,,,,
173502ATB,imidazole salicylate,임산부금기,,,,
329300BIJ,imipenem + cilastatin,임산부금기,,,,
329400BIJ,imipenem + cilastatin,임산부금기,,,,
329300BIJ,imipenem hydrate (as imipenem),병용금기,,,,
329400BIJ,imipenem hydrate (as imipenem),병용금기,,,,
173701ATB,imipramine HCl,임산부금기,"노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 사용을 추천하지 않으며, 반드시 필요한 경우에만 저용량으로 시작함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음",,,
705400CSI,indacaterol maleate,임산부금기,,,,
800100CSI,indacaterol maleate (as indacaterol   3.3mg(0.11mg/캡슐)),임산부금기,,,,
611901CSI,indacaterol maleate(as indacaterol),임산부금기,,,,
611902CSI,indacaterol maleate(as indacaterol),임산부금기,,,,
698400CSI,"indacaterol, mometasone",임산부금기,,,,
698500CSI,"indacaterol, mometasone",임산부금기,,,,
698600CSI,"indacaterol, mometasone",임산부금기,,,,
698700CSI,"indacaterol, mometasone",임산부금기,,,,
698800CSI,"indacaterol, mometasone",임산부금기,,,,
693900BIJ,insulin degludec + liraglutide,임산부금기,,,,
461831BIJ,insulin glargine (as human insulin   1KI.U(100I.U/mL)),임산부금기,,,,
461830BIJ,insulin glargine (as human insulin   300I.U(100I.U/mL)),임산부금기,,,,
461832BIJ,insulin glargine(as human insulin   450I.U(300I.U/mL)),임산부금기,,,,
666700BIJ,"insulin glargine, lixisenatide",임산부금기,,,,
667000BIJ,"insulin glargine, lixisenatide",임산부금기,,,,
484930BIJ,insulin glulisine   10.47mg(3.49mg/mL),임산부금기,,,,
484931BIJ,insulin glulisine   34.9mg(3.49mg/mL),임산부금기,,,,
175730BIJ,interferon β-1a   22μg(44μg/mL),임산부금기,,,,
175731BIJ,interferon β-1a   30μg(60μg/mL),임산부금기,,,,
175732BIJ,interferon β-1a   44μg(88μg/mL),임산부금기,,,,
175801BIJ,interferon β-1b,임산부금기,,,,
176030BIJ,iobitridol,병용금기,,,,
176031BIJ,iobitridol,병용금기,,,,
176032BIJ,iobitridol,병용금기,,,,
176033BIJ,iobitridol,병용금기,,,,
176034BIJ,iobitridol,병용금기,,,,
176035BIJ,iobitridol,병용금기,,,,
176038BIJ,iobitridol,병용금기,,,,
176039BIJ,iobitridol,병용금기,,,,
176132BIJ,iodixanol,병용금기,,,,
176133BIJ,iodixanol,병용금기,,,,
176134BIJ,iodixanol,병용금기,,,,
176135BIJ,iodixanol,병용금기,,,,
176137BIJ,iodixanol,병용금기,,,,
176139BIJ,iodixanol,병용금기,,,,
176331BIJ,iohexol,병용금기,,,,
176333BIJ,iohexol,병용금기,,,,
176334BIJ,iohexol,병용금기,,,,
176335BIJ,iohexol,병용금기,,,,
176336BIJ,iohexol,병용금기,,,,
176337BIJ,iohexol,병용금기,,,,
176338BIJ,iohexol,병용금기,,,,
176339BIJ,iohexol,병용금기,,,,
176340BIJ,iohexol,병용금기,,,,
176341BIJ,iohexol,병용금기,,,,
176342BIJ,iohexol,병용금기,,,,
176343BIJ,iohexol,병용금기,,,,
176344BIJ,iohexol,병용금기,,,,
176345BIJ,iohexol,병용금기,,,,
176346BIJ,iohexol,병용금기,,,,
176348BIJ,iohexol,병용금기,,,,
176350BIJ,iohexol,병용금기,,,,
176351BIJ,iohexol,병용금기,,,,
176352BIJ,iohexol,병용금기,,,,
176353BIJ,iohexol,병용금기,,,,
176358BIJ,iohexol,병용금기,,,,
176362BIJ,iohexol,병용금기,,,,
176364BIJ,iohexol,병용금기,,,,
176374BIJ,iohexol,병용금기,,,,
176388BIJ,iohexol,병용금기,,,,
176389BIJ,iohexol,병용금기,,,,
176431BIJ,iomeprol,병용금기,,,,
176432BIJ,iomeprol,병용금기,,,,
176433BIJ,iomeprol,병용금기,,,,
176435BIJ,iomeprol,병용금기,,,,
176436BIJ,iomeprol,병용금기,,,,
176437BIJ,iomeprol,병용금기,,,,
176438BIJ,iomeprol,병용금기,,,,
176439BIJ,iomeprol,병용금기,,,,
176440BIJ,iomeprol,병용금기,,,,
176441BIJ,iomeprol,병용금기,,,,
176442BIJ,iomeprol,병용금기,,,,
176517BIJ,iopamidol,병용금기,,,,
176530BIJ,iopamidol,병용금기,,,,
176531BIJ,iopamidol,병용금기,,,,
176532BIJ,iopamidol,병용금기,,,,
176534BIJ,iopamidol,병용금기,,,,
176535BIJ,iopamidol,병용금기,,,,
176536BIJ,iopamidol,병용금기,,,,
176537BIJ,iopamidol,병용금기,,,,
176538BIJ,iopamidol,병용금기,,,,
176540BIJ,iopamidol,병용금기,,,,
176541BIJ,iopamidol,병용금기,,,,
176542BIJ,iopamidol,병용금기,,,,
176543BIJ,iopamidol,병용금기,,,,
176544BIJ,iopamidol,병용금기,,,,
176545BIJ,iopamidol,병용금기,,,,
176546BIJ,iopamidol,병용금기,,,,
176547BIJ,iopamidol,병용금기,,,,
176548BIJ,iopamidol,병용금기,,,,
176550BIJ,iopamidol,병용금기,,,,
176551BIJ,iopamidol,병용금기,,,,
176554BIJ,iopamidol,병용금기,,,,
176731BIJ,iopromide,병용금기,,,,
176732BIJ,iopromide,병용금기,,,,
176733BIJ,iopromide,병용금기,,,,
176736BIJ,iopromide,병용금기,,,,
176737BIJ,iopromide,병용금기,,,,
176738BIJ,iopromide,병용금기,,,,
176745BIJ,iopromide,병용금기,,,,
176746BIJ,iopromide,병용금기,,,,
176750BIJ,iopromide,병용금기,,,,
176930BIJ,ioversol,병용금기,,,,
176933BIJ,ioversol,병용금기,,,,
176934BIJ,ioversol,병용금기,,,,
176936BIJ,ioversol,병용금기,,,,
176937BIJ,ioversol,병용금기,,,,
176938BIJ,ioversol,병용금기,,,,
176942BIJ,ioversol,병용금기,,,,
176943BIJ,ioversol,병용금기,,,,
176944BIJ,ioversol,병용금기,,,,
176945BIJ,ioversol,병용금기,,,,
633330BIJ,ipilimumab,임산부금기,,,,
633331BIJ,ipilimumab,임산부금기,,,,
636101ATB,ipragliflozin L-proline,임산부금기,,,,
177301ATB,irbesartan,임산부금기,,,,
177303ATB,irbesartan,임산부금기,,,,
524000ATB,irbesartan,병용금기,,,,
524100ATB,irbesartan,병용금기,,,,
527000ATB,irbesartan,병용금기,,,,
527100ATB,irbesartan,병용금기,,,,
385700ATB,irbesartan+hydrochlorothiazide,임산부금기,,,,
385800ATB,irbesartan+hydrochlorothiazide,임산부금기,,,,
666002BIJ,irinotecan,임산부금기,,,,
177430BIJ,irinotecan hydrochloride,병용금기,,,,
177431BIJ,irinotecan hydrochloride,병용금기,,,,
177432BIJ,irinotecan hydrochloride,병용금기,,,,
177433BIJ,irinotecan hydrochloride,병용금기,,,,
177435BIJ,irinotecan hydrochloride,병용금기,,,,
177432BIJ,irinotecan hydrochloride   0.15g(20mg/mL),임산부금기,,,,
177431BIJ,irinotecan hydrochloride   0.1g(20mg/mL),임산부금기,,,,
177433BIJ,irinotecan hydrochloride   0.2g(20mg/mL),임산부금기,,,,
177435BIJ,irinotecan hydrochloride   0.3g(20mg/mL),임산부금기,,,,
177430BIJ,irinotecan hydrochloride   40mg(20mg/mL),임산부금기,,,,
686401BIJ,isavuconazonium,임산부금기,,,,
686402ACH,isavuconazonium,임산부금기,,,,
178030CLQ,isoflurane   100mL(1mL/mL),임산부금기,,,,
178101ATB,isoniazid,병용금기,,,,
380200ATB,isoniazid,병용금기,,,,
519500ATB,isoniazid,병용금기,,,,
380200ATB,"isoniazid, rifampicin",임산부금기,,,,
252500ATB,isopropylantipyrine 함유제제,연령금기,,,,
A04200ATB,isopropylantipyrine 함유제제,연령금기,,,,
178330BIJ,isoproterenol,임산부금기,,,,
178330BIJ,isoproterenol hydrochloride,병용금기,,,,
178401ATB,isosorbide dinitrate,임산부금기,,,,
179131ALQ,itraconazole,병용금기,,,,
179131ALQ,itraconazole   1.5g(10mg/mL),임산부금기,,,,
550401ATB,ivabradine hydrochloride (as ivabradine),병용금기,,,,
550402ATB,ivabradine hydrochloride (as ivabradine),병용금기,,,,
550401ATB,ivabradine hydrochloride(as ivabradine 5mg),임산부금기,,,,
550402ATB,ivabradine hydrochloride(as ivabradine 7.5mg),임산부금기,,,,
681401ACH,ixazomib citrate,임산부금기,,,,
681402ACH,ixazomib citrate,임산부금기,,,,
681403ACH,ixazomib citrate,임산부금기,,,,
667801BIJ,ixekizumab,임산부금기,,,,
179402BIJ,kanamycin,임산부금기,,,,
179705CPL,ketoprofen,연령금기,,,,
179706CPL,ketoprofen,연령금기,,,,
179732COM,ketoprofen,연령금기,,,,
179733CCM,ketoprofen,연령금기,,,,
179733COM,ketoprofen,연령금기,,,,
179734COM,ketoprofen,연령금기,,,,
179735CCM,ketoprofen,연령금기,,,,
179736CCM,ketoprofen,연령금기,,,,
179739CCM,ketoprofen,연령금기,,,,
179740CCM,ketoprofen,연령금기,,,,
179741CCM,ketoprofen,연령금기,,,,
179901CPO,ketoprofen,연령금기,,,,
179904CPO,ketoprofen,연령금기,,,,
179908CPO,ketoprofen,연령금기,,,,
179909CPO,ketoprofen,연령금기,,,,
179911CPO,ketoprofen,연령금기,,,,
179912CPO,ketoprofen,연령금기,,,,
179914CPO,ketoprofen,연령금기,,,,
179916CPL,ketoprofen,연령금기,,,,
179731BIJ,ketoprofen   0.1g(50mg/mL),임산부금기,,,,
179901CPL,ketoprofen(f.),연령금기,,,,
179904CPL,ketoprofen(f.),연령금기,,,,
179913CPL,ketoprofen(f.),연령금기,,,,
179903CPL,ketoprofen(f.) (서방형),연령금기,,,,
180001ATB,ketorolac,임산부금기,,,,
180033BIJ,ketorolac tromethamine   30mg(30mg/mL),임산부금기,,,,
E71001ALQ,l-arginine-l-aspartate,임산부금기,,,,
180301ATB,lacidipine,임산부금기,,,,
180302ATB,lacidipine,임산부금기,,,,
180303ATB,lacidipine,임산부금기,,,,
611707ASY,lacosamide,임산부금기,,,,
180901ATB,lamivudine,병용금기,,,,
180902ATB,lamivudine,병용금기,,,,
